FMID,MarketName,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1009185,Main Street Elyria Farmers Market ,Elyria,,Ohio,44035,-82.1066,41.3675,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1011579,Shannon County Farmers' Market,Eminence,Shannon,Missouri,65466,-91.357635,37.1506044,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
1002657,Emmaus Farmers' Market,Emmaus,Lehigh,Pennsylvania,18049,-75.4903,40.5366,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y
1003374,The Gardeners Market,Emmetsburg,Palo Alto,Iowa,50536,-94.6787,43.111,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004268,Emmett Farmers Market,Emmett,Gem,Idaho,83617,-116.500558,43.876265,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
1007710,Emmitsburg Farmers' Market,Emmitsburg,Frederick,Maryland,21727,-77.329015,39.700163,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1002769,Empire Farmers Market,Empire,Leelanau,Michigan,49630,-86.063056,44.811224,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
1004719,Emporia Farmers Market,Emporia,Lyon,Kansas,66801,-96.181233,38.406767,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
1005377,Emporia Farmers Market,Emporia,Emporia,Virginia,23847,-77.541547,36.688794,N,N,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
1009167,Daily Harvest Market ,Encinitas,,California,92024,-117.279,33.0489,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012688,Encinitas Station Certified Farmers Market,Encinitas,San Diego,California,,-117.292563,33.043816,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N
1007342,Leucadia/Encinitas Farmers Market and Art Fair,Encinitas,San Diego,California,92024,-119.601,37.2417,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002252,Enderlin Farmer's Market,Enderlin,Ransom,North Dakota,58027,-97.6022,46.6252,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007073,Boro Farmers Market,Endinboro,Crawford,Pennsylvania,16412,-80.1507,41.8923,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005397,Enfield Farmers Market,Enfield,Grafton,New Hampshire,3748,-72.1438,43.6445,N,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1007487,ENFIELD FARMERS’ MARKET,Enfield,Hartford,Connecticut,,-72.5494,41.975,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1018940,Engadine Area Farmers' Market,Engadine,Mackinac,Michigan,,-85.578248,46.119734,Y,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006991,Englewood Farmers Market,Englewood,Bergen,New Jersey,7631,-73.973,40.8977,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003959,English Farmers Market,English,Crawford,Indiana,47118,-86.4432,38.3511,N,Y,Y,Y,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1003960,Town of English Farmers Market,English,Crawford,Indiana,47118,-86.44318,38.35216,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1006237,Englishtown Auction Sales Market,Englishtown,Monmouth,New Jersey,7726,-74.361,40.3126,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003617,Enid Farmers Market,Enid,Garfield,Oklahoma,73703,-97.8774,36.4343,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012313,Ennis Farmer's Market,Ennis,Madison,Montana,59729,-111.7336261,45.3490793,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N
1000117,Madison Farm to Fork Farmers Market,Ennis,Madison,Montana,59729,-111.731129,45.34925,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1018765,Ennis Farmers Market,Ennis ,Ellis,Texas,75119,-96.629391,32.32763,Y,Y,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N
1011072,Enosburgh Falls Farmers Market,Enosburg Falls,Franklin,Vermont,5450,-72.805183,44.906854,Y,Y,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1009946,Enterprise Farmers Market,Enterprise,Coffee,Alabama,36330,-85.8550515,31.3137726,N,N,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
1019687,Enumclaw Plateau Farmers' Market,Enumclaw,King,Washington,98022,-121.987466,47.202843,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N
1005622,EPHRATA FARMERS' MARKET,Ephrata,Grant,Washington,98823,-119.551,47.3209,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1007260,Green Dragon Farmers Market,Ephrata,Lancaster,Pennsylvania,17522,-76.1524,40.1938,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1007009,Epping Farmers’ Market,Epping,,New Hampshire,,-71.0734,43.0325,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012686,East Bayfront Eats & Arts,Erie,Erie,Pennsylvania,16507,-80.0766831,42.13264,Y,N,N,N,Y,-,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007089,Erie Farmers Market,Erie,Erie,Pennsylvania,16501,-80.082,42.1221,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004525,Erie Farmers' Market,Erie,Weld,Colorado,80516,-105.0474201,40.0491741,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1019207,Little Italy Farmers Market,Erie,Erie,Pennsylvania,16502,-80.085081,42.1155929,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1009214,South East Erie Farmers Market,Erie,,Pennsylvania,16504,-80.0498,42.1085,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007553,The Dixie Farmers Market,Erlanger,Kenton,Kentucky,41018,-84.6013,39.0184,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003124,Erwin Farmers Market,Erwin,Harnett,North Carolina,28339,-78.64734444,35.32399444,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001155,Erwin/Unicoi County Farmers Market,Erwin,Unicoi,Tennessee,37601,-82.3984,36.1465,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1011260,Escalante Farmers Market,Escalante,Garfield,Utah,84726,-111.600279,37.7703235,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y
1003784,Escanaba Farmers Market,Escanaba,Delta,Michigan,49829,-87.0604,45.7465,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002302,Escondido Certified Farmers' Market,Escondido,San Diego,California,92025,-117.0790109,33.1230643,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1018112,"North San Diego (Sikes Adobe) Certified Farmers Market, at the Sikes Adobe Historic Farmstead",Escondido,San Diego,California,92025,-117.067097,33.06704,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N
1012687,Welk Certified Farmers' Market,Escondido,San Diego,California,92026,-117.142839,33.232552,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y
1006678,Espanola Farmers Market,Espanola,Rio Arriba,New Mexico,87532,-106.080229,36.006236,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y
1007457,Essex Farmers Market,Essex,Middlesex,Connecticut,6426,-72.399,41.3543,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009864,Essex Farmers Market,Essex ,Essex,Massachusetts,1929,-70.781781,42.631883,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N
1008838,Five Corners Farmers Market,Essex Junction,Chittenden,Vermont,5452,-73.1104355,44.4919602,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N
1003568,Estacada Farmers Market,Estacada,Clackamas,Oregon,97023,-122.331858,45.297544,Y,Y,N,Y,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000189,Ester Community Market,Ester,Fairbanks North Star,Alaska,99725,-148.01,64.8459,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010515,Coconut Point Farmers Market,Estero,Lee,Florida,33928,-81.80921,26.404759,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y
1011753,Koreshan Sunday Farmers' Market,Estero,Lee,Florida,33928,-81.813049,26.433792,Y,N,N,N,N,-,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1005654,Estes Valley Farmers Market,Estes Park,,Colorado,,-105.502,40.3716,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005682,Estherville Farmers Market,Estherville,Emmet,Iowa,51334,-94.827697,43.402007,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1002986,Plowboy Produce Auction & Wholesale Farmers Market,Ethridge,Lawrence,Tennessee,38456,-87.3021,35.3375,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1011981,Euclid Farmers Market,Euclid,Cuyahoga,Ohio,44123,-81.525914,41.607434,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1018428,Eudora Farmers Market,Eudora,Douglas,Kansas,66025,-95.0959667,38.935738,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1010933,Eudora's Market On Main,Eudora,Douglas,Kansas,66025,-95.0985747,38.9457966,Y,N,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
1001612,Barbour County Farmers Market,Eufaula,Barbour,Alabama,36072,-85.1431,31.8929,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006618,Eufaula Farmer's Market,Eufaula,McIntosh,Oklahoma,74432,-95.586085,35.28883,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1007717,Fairmount Neighborhood Farmers' Market,Eugene,Lane,Oregon,,-123.07,44.0389,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007750,Hideaway Farmers Market,Eugene,Lane,Oregon,,-123.08,44.0202,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000617,King Estate Market Place,Eugene,Hood River,Oregon,97405,-121.531,45.6905,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005352,Lane County Farmers Holiday Market,Eugene,Lane,Oregon,97401,-123.116207,44.056748,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
1001355,Spencer Creek Community Growers' Market,Eugene,Lane,Oregon,97405,-123.153402,43.99567,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N
1009803,Lane County Farmers Market,Eugene ,Lane,Oregon,97401,-123.09154,44.050826,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
1001099,Webster County Farmers Market,Eupora,Webster,Mississippi,39744,-89.2656,33.5407,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006135,Eureka Farmers Market,Eureka,Eureka,Nevada,89316,-115.9609,39.51168,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1002084,Henderson Center Eureka Farmers Market,Eureka,Humboldt,California,95501,-124.163489,40.782507,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
1010042,Old Town Certified Farmers' Market,Eureka,Humboldt,California,95501,-124.164283,40.804316,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
1012315,Eureka Area Farmers Market,Eureka ,Lincoln,Montana,59917,-115.053403,48.8777197,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
1018509,Eureka Farmers' Market,Eureka ,St. Louis,Missouri,63025,-90.628165,38.49782,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y
1009930,Greenwood County Farmers' Market,Eureka ,Greenwood,Kansas,67045,-96.280037,37.81825,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N
1000410,Eureka Springs Farmers Market,Eureka Springs,Carroll,Arkansas,72632,-93.731702,36.391562,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N
1011271,Lake County Farmers' and Flea Market,Eustis,Lake,Florida,32726,-81.698967,28.876216,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
1001369,Greene/Sumter County Farmers' Market Cooperative,Eutaw,Greene,Alabama,35462,-87.8816179,32.8340744,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008261,Evans Towne Farmers Market,Evans,Columbia,Georgia,30809,-82.1328615,33.5465178,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y
1010079,City of Evans Farmers Market,Evans ,Weld,Colorado,,-104.6921874,40.3763701,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002729,Evansdale Farmers Market,Evansdale,Black Hawk,Iowa,50707,-92.2902,42.477565,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1010769,Downtown Evanston Farmers' Market,Evanston,Cook,Illinois,60201,-87.686121,42.050912,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N
1009328,Evanston West End Ethnic Farmers Market,Evanston,,Wyoming,60202,-110.964,41.2675,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000621,Immanuel Indoor Farmers Market,Evanston,,Illinois,60201,-87.6812,42.0441,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000134,Ridgeville Park District Farmers Market,Evanston,Cook,Illinois,60202,-87.685197,42.028009,Y,N,N,N,Y,-,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
1002087,West End Market,Evanston,Cook,Illinois,60201,-87.6994,42.0479,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009553,Evanston Wyoming Farmers Market,Evanston ,,Wyoming,60202,-110.964,41.2675,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003809,Evansville Farmers Market,Evansville,Rock,Wisconsin,53536,-89.2980764,42.7789873,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
1018035,Franklin Street Bazaar,Evansville,Vanderburgh,Indiana,47710,-87.594789,37.980389,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y
1004893,St. Mary's Market Days,Evansville,Vanderburgh,Indiana,47750,-87.50396,37.96362,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1008853,DOWNTOWN EVANSVILLE FARMERS MARKET,"Evansville,IN",Vanderburgh,Indiana,47708,-87.586443,37.993544,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y
1010195,Evart Farmers' Market- Evart DDA,Evart,Osceola,Michigan,49631,-85.259592,43.899648,Y,Y,N,Y,Y,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1012088,City of Everett Farmers Market ,Everett,Essex,Massachusetts,2149,-71.04483,42.412739,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1010418,Everett Farmers Market,Everett,Middlesex,Massachusetts,2149,-71.052841,42.410211,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N
1003357,Everett Farmers Market LLC,Everett,Snohomish,Washington,98201,-122.22205,48.000172,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y
1009706,Friday Farmers Market Everett Mall,Everett,Snohomish,Washington,98208,-122.215919,47.91047,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N
1000276,CONECUH COUNTY FARMERS MARKET,EVERGREEN,Conecuh,Alabama,36401,-86.956701,31.433057,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
1001957,Evergreen Farmers Market at Bergen Village,Evergreen,Jefferson,Colorado,80435,-105.3172146,39.6333213,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N
1003241,Evergreen Park Farmers Market,Evergreen Park,Cook,Illinois,60805,-87.7022,41.7316,N,N,N,N,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1005771,Everly Farmers Market,Everly,Clay,Iowa,513338,-95.3253,43.1597,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005267,Ewa Beach Community Park (People's Open Market),Ewa Beach,Honolulu,Hawaii,96706,-158.007174,21.314954,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
1018656,31 & Main Farmers Market at Campus Town,Ewing,Mercer,New Jersey,8618,-74.783289,40.268253,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1004422,Excelsior Farmers' Market,Excelsior,Hennepin,Minnesota,55331,-93.570583,44.90111,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1009375,Upper Northwoods Farmers Market ,Exeland,,Wisconsin,54835,-91.2154,45.6804,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007798,Exeter Farmers’ Market,Exeter,Rockingham,New Hampshire,,-70.950053,42.983633,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N
1018167,Seacoast Eat Local Winter Farmers' Market - Exeter High School,Exeter,Rockingham,New Hampshire,3833,-71.0003126,43.0168516,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N
1007708,Eagleview Farmers Market,Exton,Chester,Pennsylvania,19341,-75.6275,40.0326,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004875,Eyota Farmers Market,Eyota,Olmsted,Minnesota,55934,-92.238327,43.985033,N,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1007186,Valley Growers Association,Fabens,El Paso,Texas,79838,-106.161,31.5049,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
